Subject,Run,Trial,Onset,True_Class,Artifact,Theta_Baseline_R2,Theta_MI_R2,Theta_Change_R2,Alpha_Mu_Baseline_R2,Alpha_Mu_MI_R2,Alpha_Mu_Change_R2,Beta_Baseline_R2,Beta_MI_R2,Beta_Change_R2,Gamma_Baseline_R2,Gamma_MI_R2,Gamma_Change_R2
A01,3,1,251,1,0,0.5403795352206349,0.25075318802534957,-0.2896263471952853,0.23769357913556807,0.4933076593249237,0.2556140801893556,0.2378675336097629,0.14558395842813243,-0.09228357518163047,0.3440859041259152,0.1889476668703642,-0.155138237255551
A01,3,2,2254,2,0,0.3673205448129577,0.2043968703861664,-0.16292367442679132,0.3570467242697478,0.3350332784840819,-0.02201344578566594,0.2265380143845752,0.31517602001534745,0.08863800563077226,0.2687937980708304,0.24631513980460537,-0.022478658266225054
A01,3,3,4172,2,0,0.3616035121733133,0.3415846647310025,-0.020018847442310805,0.44768746278871985,0.257798362364407,-0.18988910042431284,0.058221689130205596,0.09324622898178536,0.035024539851579765,0.12617862763504797,0.268322365458915,0.14214373782386705
A01,3,4,6124,1,0,0.2284175349554421,0.18113673108497302,-0.04728080387046907,0.29693413360615456,0.42535321185919195,0.1284190782530374,0.2868090802491925,0.26732448620355936,-0.01948459404563313,0.19547915004138902,0.23636330767699112,0.0408841576356021
A01,3,5,8132,2,0,0.534642539329378,0.1320413217042477,-0.4026012176251303,0.35964533382573755,0.4820832482722795,0.12243791444654195,0.13264485143947796,0.24037297769129887,0.1077281262518209,0.13326660114102154,0.4581748543826763,0.32490825324165473
A01,3,6,10243,1,0,0.47394622490688526,0.36274603326533,-0.11120019164155526,0.5031748569334521,0.4163297630958607,-0.08684509383759137,0.10052553268778029,0.31571449965765325,0.21518896696987294,0.11486074054646608,0.18982327758959247,0.07496253704312639
A01,3,7,12160,2,0,0.35972256632047056,0.3070950140327427,-0.05262755228772786,0.3573246609761993,0.482823714885856,0.1254990539096567,0.2923743055511113,0.19848754538563038,-0.09388676016548095,0.14625157470408884,0.2116946159394119,0.06544304123532307
A01,3,8,14210,3,0,0.29100327983485513,0.17658800732218444,-0.1144152725126707,0.3935274332941737,0.24339783916166705,-0.15012959413250668,0.2612892048085033,0.4544833093358367,0.19319410452733338,0.24892762306894584,0.37746831301931694,0.1285406899503711
A01,3,9,16141,2,0,0.7923544925344551,0.44789128937348377,-0.34446320316097134,0.18151351788418488,0.37326295004118076,0.19174943215699589,0.12425642911414826,0.1816546346335665,0.057398205519418224,0.06014075967056687,0.21334644656604457,0.1532056868954777
A01,3,10,18139,4,0,0.46333588502380035,0.2712179602428805,-0.19211792478091988,0.26892967998158196,0.4203480180182363,0.15141833803665433,0.28472654356321814,0.14043682421566206,-0.14428971934755608,0.284730980343605,0.20115535299233925,-0.08357562735126575
A01,3,11,20045,1,0,0.25141468018679286,0.32026224374900863,0.06884756356221577,0.38795474204215835,0.347468948658957,-0.04048579338320135,0.25922817676828386,0.3072537143847084,0.04802553761642453,0.27301015188518696,0.24339012906278182,-0.02962002282240514
A01,3,12,21940,3,0,0.4245766647523244,0.29556357736826433,-0.1290130873840601,0.33522027512186475,0.396316169901143,0.06109589477927824,0.23475242251741743,0.3876044801092262,0.15285205759180878,0.3683983507687162,0.2706219752424707,-0.09777637552624546
A01,3,13,23912,2,0,0.6131275763568522,0.3580567550865954,-0.2550708212702568,0.3469221916015462,0.38831670014040315,0.041394508538856956,0.2225057382912621,0.3125357644363534,0.09003002614509129,0.1913405797192083,0.2301308418894548,0.0387902621702465
A01,3,14,25856,1,0,0.4099758809314773,0.5684665073844488,0.15849062645297152,0.45539161667808525,0.5033416105244426,0.04794999384635734,0.3147639342933539,0.4544515867313879,0.139687652438034,0.36455212795984615,0.38602444510875156,0.021472317148905407
A01,3,15,27823,4,0,0.34019902111128725,0.2613222314435384,-0.07887678966774886,0.36046872987491657,0.3006752782930974,-0.059793451581819146,0.20177025079096517,0.25190352443116576,0.05013327364020059,0.30499609532723637,0.2078433135588156,-0.09715278176842077
A01,3,16,29943,4,0,0.21396875750590613,0.3805015228567111,0.166532765350805,0.3604823573128746,0.5267455482255627,0.16626319091268815,0.33882585262043435,0.2610336153074045,-0.07779223731302987,0.16352237268484543,0.20454919927549817,0.04102682659065274
